SequenceName	ClusterNumber
fragment26161	35
fragment26160	35
fragment26129	35
fragment2455	35
fragment25238	35
fragment25189	35
fragment14369	35
fragment14377	35
fragment14347	35
fragment14346	35
fragment25259	35
fragment25321	35
fragment26077	35
fragment26073	35
fragment26075	35
fragment2832	35
fragment14337	35
fragment14429	35
fragment14430	35
fragment14435	35
fragment14431	35
fragment14432	35
fragment25436	35
fragment14416	35
fragment14424	35
fragment14411	35
fragment14440	35
fragment24607	35
fragment14619	35
fragment14621	35
fragment26162	35
fragment26207	35
fragment26159	35
fragment16298	35
fragment25285	35
fragment25236	35
fragment26081	35
fragment26068	35
fragment14564	35
fragment25332	35
fragment25154	35
fragment25412	35
fragment25407	35
fragment14399	35
fragment14401	35
fragment26206	35
fragment26225	35
fragment26165	35
fragment26184	35
fragment26187	35
fragment26175	35
fragment26327	35
fragment26172	35
fragment26171	35
fragment25171	35
fragment25226	35
fragment26096	35
fragment5947	35
fragment25319	35
fragment25394	35
fragment26316	35
fragment14460	35
fragment26210	35
fragment36635	35
fragment25291	35
fragment26169	35
fragment26168	35
fragment26337	35
fragment26183	35
fragment26325	35
fragment26326	35
fragment26089	35
fragment25265	35
fragment25207	35
fragment37900	35
fragment14586	35
fragment25408	35
fragment25405	35
fragment25409	35
fragment14494	35
fragment14624	35
fragment14735	35
fragment14395	35
fragment14539	35
fragment26354	35
fragment25423	35
fragment25425	35
fragment26164	35
fragment26179	35
fragment26181	35
fragment25153	35
fragment25199	35
fragment25240	35
fragment26091	35
fragment26088	35
